date,account_id,segment,region,industry,product,channel,spend,impressions,clicks,leads,stage,opportunity_value,rep_id,cycle_days,status,renewal_flag,expansion_value
2025-12-07,A00894,Enterprise,APAC,Ecommerce,Add-on B,paid_social,367.6,5746,68,3,MQL,55113.76,R041,106,open,0,0.0
2025-12-08,A00273,SMB,LATAM,AI/ML,Core,paid_social,415.53,3751,45,1,MQL,8097.39,R033,40,open,0,809.74
2025-12-09,A01399,Mid-Market,EMEA,AI/ML,Core,outbound,474.16,8511,0,0,MQL,36411.57,R007,101,open,0,0.0
2025-12-10,A01107,Enterprise,LATAM,SaaS,Core,paid_social,158.48,1792,21,0,SAL,108556.86,R003,139,open,0,0.0
2025-12-11,A01206,SMB,APAC,SaaS,Add-on B,outbound,44.55,824,0,0,MQL,3756.87,R025,43,open,0,751.37
2025-12-12,A00648,SMB,APAC,AI/ML,Core,referral,1.57,22,0,0,SAL,9396.41,R024,57,open,1,939.64
2025-12-13,A00701,Enterprise,APAC,AI/ML,Add-on A,paid_search,160.84,1580,55,6,SAL,32057.4,R019,121,open,0,0.0
2025-12-14,A00951,SMB,NA,FinTech,Core,outbound,193.07,3257,0,0,MQL,7425.77,R026,18,open,0,0.0
2025-12-15,A01177,Mid-Market,APAC,HealthTech,Add-on A,partner,27.27,269,0,0,MQL,7814.95,R018,45,open,0,0.0
2025-12-16,A01270,Enterprise,EMEA,HealthTech,Core,events,3020.07,50267,0,0,MQL,124573.02,R011,106,open,0,24914.6
2025-12-17,A00027,SMB,APAC,Ecommerce,Core,partner,20.24,358,0,1,Closed-Lost,9065.21,R026,21,closed,0,0.0
2025-12-18,A00995,SMB,NA,Ecommerce,Add-on A,paid_social,410.71,6122,73,6,MQL,2373.59,R018,49,open,0,474.72
2025-12-19,A00164,SMB,APAC,FinTech,Add-on A,events,904.88,10182,0,2,SQL,1654.55,R021,36,open,1,0.0
2025-12-20,A00432,SMB,LATAM,AI/ML,Core,paid_social,49.38,654,7,0,SAL,7469.43,R037,51,open,0,0.0
2025-12-21,A01244,SMB,NA,SaaS,Core,paid_search,633.91,9087,318,38,MQL,7651.68,R020,51,open,0,0.0
2025-12-22,A00376,Mid-Market,LATAM,SaaS,Core,partner,17.22,275,0,0,Commit,33166.36,R042,85,open,0,6633.27
2025-12-23,A01195,SMB,NA,AI/ML,Add-on B,paid_search,691.51,10792,377,49,SQL,3414.75,R007,31,open,1,0.0
2025-12-24,A00695,Mid-Market,NA,SaaS,Add-on A,partner,59.21,758,0,1,SQL,8915.22,R029,82,open,0,0.0
2025-12-25,A00349,SMB,NA,AI/ML,Add-on A,outbound,324.96,5556,0,0,MQL,2313.1,R032,30,open,0,0.0
2025-12-26,A00502,SMB,APAC,FinTech,Add-on A,partner,57.77,996,0,0,MQL,1778.04,R005,55,open,0,0.0
2025-12-27,A00796,SMB,EMEA,FinTech,Add-on A,partner,101.4,1658,0,0,MQL,1919.47,R026,63,open,0,0.0
2025-12-28,A01147,Mid-Market,NA,SaaS,Core,events,413.57,4659,0,0,SAL,35576.24,R032,85,open,0,0.0
2025-12-29,A00909,Mid-Market,EMEA,AI/ML,Core,partner,1.79,24,0,1,Closed-Won,39435.15,R003,72,closed,0,7887.03
2025-12-30,A01399,SMB,NA,FinTech,Add-on A,outbound,101.55,1339,0,0,SAL,2258.59,R037,53,open,1,0.0
2025-12-31,A01301,Enterprise,NA,SaaS,Core,events,1016.18,18089,0,3,MQL,137249.87,R017,97,open,0,13724.99
2026-01-01,A01130,Mid-Market,APAC,HealthTech,Core,outbound,43.49,769,0,1,MQL,35267.89,R029,48,open,0,0.0
2026-01-02,A00905,SMB,EMEA,SaaS,Core,paid_search,418.12,7690,269,38,MQL,7173.12,R010,52,open,1,0.0
2026-01-03,A00435,Enterprise,APAC,Ecommerce,Add-on B,paid_search,248.45,2676,93,8,MQL,52344.11,R007,139,open,0,0.0
2026-01-04,A00619,SMB,EMEA,SaaS,Add-on A,paid_search,185.99,3158,110,14,MQL,2363.74,R018,26,open,0,0.0
2026-01-05,A00179,SMB,LATAM,HealthTech,Core,paid_social,22.42,413,4,0,Closed-Won,7312.96,R007,45,closed,0,0.0
2026-01-06,A00561,Mid-Market,NA,FinTech,Add-on B,paid_search,461.4,4612,161,14,SAL,12310.94,R006,81,open,1,0.0
2026-01-07,A01389,SMB,NA,SaaS,Core,events,722.12,6123,0,2,MQL,6471.92,R026,35,open,0,0.0
2026-01-08,A00639,SMB,NA,SaaS,Core,outbound,283.22,2624,0,0,MQL,8532.7,R027,39,open,0,853.27
2026-01-09,A00171,Mid-Market,EMEA,HealthTech,Add-on B,outbound,28.41,433,0,0,SAL,14252.08,R041,84,open,0,0.0
2026-01-10,A00978,SMB,EMEA,FinTech,Add-on A,referral,7.3,95,0,0,MQL,1707.77,R026,46,open,1,341.55
2026-01-11,A01443,Enterprise,APAC,SaaS,Add-on B,partner,46.95,485,0,0,Commit,42230.7,R025,121,open,0,4223.07
2026-01-12,A01301,Enterprise,NA,SaaS,Add-on A,referral,48.7,698,0,1,SAL,31946.67,R027,105,open,0,0.0
2026-01-13,A00411,Mid-Market,NA,AI/ML,Add-on A,outbound,240.67,4193,0,0,SAL,8526.06,R044,74,open,1,0.0
2026-01-14,A00681,Mid-Market,EMEA,Ecommerce,Core,paid_search,268.93,4913,171,22,SQL,31265.23,R017,69,open,0,6253.05
2026-01-15,A00796,Mid-Market,LATAM,Ecommerce,Core,partner,10.52,179,0,0,MQL,36481.53,R031,69,open,0,0.0
2026-01-16,A00372,Enterprise,NA,AI/ML,Add-on B,paid_search,858.44,15989,559,43,MQL,39411.18,R032,111,open,0,0.0
2026-01-17,A00403,SMB,NA,SaaS,Add-on B,paid_search,792.55,12086,423,44,SQL,2580.74,R008,44,open,0,0.0
2026-01-18,A00355,SMB,NA,Ecommerce,Core,paid_social,212.76,3839,46,3,MQL,7234.81,R038,31,open,0,0.0
2026-01-19,A01491,Mid-Market,NA,Ecommerce,Core,events,1167.27,15181,0,0,MQL,32053.26,R019,75,open,0,3205.33
2026-01-20,A01119,Mid-Market,NA,FinTech,Core,outbound,153.25,2793,0,0,Closed-Won,29461.16,R019,69,closed,0,0.0
2026-01-21,A01261,SMB,NA,HealthTech,Core,paid_search,185.78,3483,121,14,Proposal,6767.57,R010,31,open,0,0.0
2026-01-22,A01225,Mid-Market,EMEA,Ecommerce,Add-on B,outbound,44.82,727,0,0,MQL,12139.7,R020,45,open,0,1213.97
2026-01-23,A01438,SMB,NA,Ecommerce,Core,paid_search,1393.52,18356,642,64,Commit,8718.75,R026,59,open,0,871.87
2026-01-24,A00158,Enterprise,NA,FinTech,Core,paid_social,250.25,2847,34,2,MQL,134695.96,R040,131,open,0,26939.19
2026-01-25,A01322,SMB,NA,Ecommerce,Add-on B,paid_social,175.04,2083,24,3,Proposal,2792.45,R014,32,open,1,0.0
2026-01-26,A00100,SMB,LATAM,Ecommerce,Core,paid_social,225.22,2159,25,2,SAL,8501.66,R027,55,open,0,0.0
2026-01-27,A00713,SMB,NA,SaaS,Core,outbound,124.11,1063,0,0,SAL,7147.69,R039,29,open,0,0.0
2026-01-28,A00892,SMB,NA,HealthTech,Core,paid_search,925.82,12010,420,40,SQL,9216.19,R023,40,open,0,0.0
2026-01-29,A00537,SMB,NA,HealthTech,Core,paid_search,396.19,3372,118,11,MQL,7260.57,R009,37,open,1,0.0
2026-01-30,A00220,SMB,EMEA,FinTech,Core,paid_search,195.71,3633,127,13,Commit,6815.27,R033,40,open,0,681.53
2026-01-31,A00289,SMB,APAC,SaaS,Core,outbound,200.65,3170,0,1,MQL,7805.27,R026,54,open,0,780.53
2026-02-01,A01237,SMB,NA,SaaS,Core,partner,5.84,105,0,0,Closed-Won,6893.48,R014,38,closed,0,0.0
2026-02-02,A00478,SMB,NA,Ecommerce,Core,outbound,43.1,574,0,0,MQL,7034.77,R038,39,open,0,0.0
2026-02-03,A00466,SMB,NA,AI/ML,Core,events,2677.81,28618,0,0,MQL,7485.0,R002,56,open,0,1497.0
2026-02-04,A01385,SMB,EMEA,HealthTech,Core,partner,26.08,299,0,1,MQL,8514.31,R043,45,open,1,0.0
2026-02-05,A00216,SMB,LATAM,AI/ML,Add-on B,paid_search,117.42,2143,75,13,MQL,2709.57,R031,36,open,0,0.0
2026-02-06,A01372,SMB,NA,AI/ML,Core,paid_search,151.3,1431,50,7,SAL,7309.15,R031,48,open,0,0.0
2026-02-07,A01381,SMB,NA,Ecommerce,Core,events,492.13,8060,0,0,SQL,9146.77,R029,59,open,0,0.0
2026-02-08,A00898,SMB,APAC,HealthTech,Add-on B,paid_search,366.01,3919,137,17,Proposal,2910.42,R044,60,open,0,0.0
2026-02-09,A00249,Mid-Market,APAC,AI/ML,Core,paid_social,80.18,981,11,1,SAL,30358.26,R019,55,open,0,3035.83
2026-02-10,A00234,Enterprise,NA,Ecommerce,Core,paid_social,76.07,611,7,0,SAL,121613.59,R044,100,open,0,0.0
2026-02-11,A00427,Enterprise,NA,AI/ML,Add-on A,paid_social,388.35,5339,64,2,MQL,24399.79,R003,134,open,0,0.0
2026-02-12,A00866,Mid-Market,NA,AI/ML,Core,paid_social,266.33,2540,30,2,SQL,39255.32,R041,70,open,0,0.0
2026-02-13,A00231,Mid-Market,APAC,SaaS,Core,paid_social,191.86,3513,42,3,Commit,31114.46,R042,41,open,0,0.0
2026-02-14,A00684,SMB,EMEA,Ecommerce,Add-on A,paid_search,412.66,3785,132,18,MQL,1706.29,R012,34,open,0,0.0
2026-02-15,A00174,Mid-Market,EMEA,Ecommerce,Add-on A,referral,34.77,382,0,1,MQL,9828.71,R033,68,open,0,0.0
2026-02-16,A00810,Mid-Market,APAC,AI/ML,Core,outbound,65.64,536,0,1,MQL,39798.57,R018,70,open,1,0.0
2026-02-17,A00032,Enterprise,NA,FinTech,Core,paid_search,222.35,4428,154,12,MQL,131267.11,R017,131,open,0,0.0
2026-02-18,A01063,Enterprise,NA,AI/ML,Core,paid_search,577.04,9058,317,28,SAL,107260.65,R024,106,open,0,21452.13
2026-02-19,A00084,SMB,NA,HealthTech,Add-on A,paid_search,348.75,5483,191,25,MQL,2021.59,R009,59,open,0,0.0
2026-02-20,A00293,Mid-Market,APAC,FinTech,Core,paid_search,16.26,231,8,1,Proposal,41566.92,R011,79,open,1,4156.69
2026-02-21,A00262,Enterprise,EMEA,SaaS,Core,paid_search,18.93,348,12,2,MQL,118932.77,R025,100,open,0,23786.55
2026-02-22,A01246,SMB,NA,FinTech,Core,paid_search,239.03,2325,81,5,MQL,9438.85,R044,40,open,0,0.0
2026-02-23,A00081,Enterprise,NA,AI/ML,Add-on B,referral,69.93,1224,0,0,MQL,51386.27,R001,127,open,0,0.0
2026-02-24,A00644,SMB,APAC,Ecommerce,Core,referral,1.05,18,0,0,MQL,9103.99,R021,45,open,0,0.0
2026-02-25,A00887,Enterprise,APAC,Ecommerce,Core,outbound,97.83,825,0,1,Proposal,105235.2,R021,125,open,1,10523.52
2026-02-26,A00774,Mid-Market,EMEA,AI/ML,Core,outbound,88.99,853,0,0,Commit,40974.29,R033,66,open,0,0.0
2026-02-27,A01021,SMB,NA,FinTech,Add-on A,outbound,300.8,4381,0,0,SAL,2282.68,R044,53,open,0,0.0
2026-02-28,A01204,Mid-Market,LATAM,Ecommerce,Core,outbound,207.26,1882,0,0,MQL,38990.7,R025,69,open,0,0.0
2026-03-01,A00591,SMB,APAC,FinTech,Add-on B,referral,17.89,203,0,1,SQL,3764.77,R033,83,open,0,0.0
2026-03-02,A01242,Mid-Market,EMEA,AI/ML,Core,outbound,27.04,347,0,0,SQL,39044.3,R007,55,open,0,0.0
2026-03-03,A00477,Mid-Market,EMEA,HealthTech,Core,outbound,42.6,421,0,0,SQL,36074.46,R044,115,open,0,3607.45
2026-03-04,A01476,Mid-Market,LATAM,AI/ML,Core,referral,3.62,59,0,0,SAL,37081.66,R042,60,open,1,0.0
2026-03-05,A00757,Enterprise,LATAM,Ecommerce,Core,events,106.4,1483,0,0,SAL,135402.92,R018,139,open,0,0.0
2026-03-06,A01104,SMB,EMEA,Ecommerce,Core,paid_search,180.55,2830,99,8,MQL,8797.31,R032,57,open,0,879.73
2026-03-07,A01312,SMB,NA,AI/ML,Add-on A,paid_search,182.64,2500,87,5,MQL,2073.43,R004,31,open,0,207.34
2026-03-08,A01189,SMB,NA,Ecommerce,Core,paid_social,120.27,1557,18,0,Closed-Won,8313.85,R026,53,closed,0,0.0
2026-03-09,A01276,SMB,APAC,FinTech,Add-on A,paid_search,176.09,2449,85,8,MQL,2304.23,R043,37,open,0,230.42
2026-03-10,A00805,SMB,EMEA,HealthTech,Core,paid_search,214.04,4022,140,19,MQL,6431.72,R007,49,open,0,643.17
2026-03-11,A00066,SMB,NA,HealthTech,Core,paid_search,374.23,4772,167,18,MQL,8697.45,R039,47,open,0,0.0
2026-03-12,A00740,SMB,NA,SaaS,Core,paid_social,128.73,2022,24,2,MQL,8210.12,R043,39,open,0,0.0
2026-03-13,A00273,SMB,LATAM,HealthTech,Core,partner,13.28,239,0,0,Closed-Won,9082.54,R025,38,closed,0,0.0
2026-03-14,A01333,Enterprise,APAC,HealthTech,Core,paid_social,292.44,4519,54,1,MQL,105860.97,R035,125,open,0,0.0
2026-03-15,A00355,SMB,LATAM,FinTech,Add-on B,paid_search,338.5,3626,126,18,SAL,3232.44,R011,31,open,0,0.0
2026-03-16,A00342,Enterprise,NA,SaaS,Add-on B,paid_social,665.81,6300,75,3,Proposal,40850.77,R020,107,open,0,4085.08
2026-03-17,A00374,SMB,APAC,HealthTech,Add-on A,paid_social,454.49,6858,82,2,MQL,2127.5,R033,59,open,0,212.75
2026-03-18,A00964,SMB,APAC,HealthTech,Add-on B,outbound,106.97,1789,0,0,MQL,3537.62,R019,51,open,0,0.0
2026-03-19,A00857,Mid-Market,NA,SaaS,Core,outbound,141.85,2443,0,0,MQL,36729.45,R001,55,open,1,3672.95
2026-03-20,A01423,SMB,NA,Ecommerce,Core,paid_search,331.74,5415,189,24,MQL,8175.27,R037,29,open,0,1635.05
2026-03-21,A00624,SMB,LATAM,SaaS,Core,events,280.39,2254,0,3,MQL,7498.81,R041,12,open,1,0.0
2026-03-22,A00424,Mid-Market,NA,SaaS,Add-on B,paid_search,399.61,6907,241,28,SAL,14782.79,R026,88,open,0,2956.56
2026-03-23,A00074,SMB,EMEA,HealthTech,Core,outbound,83.23,1269,0,0,MQL,9278.42,R031,55,open,1,1855.68
2026-03-24,A00011,SMB,EMEA,FinTech,Core,partner,1.86,36,0,0,SQL,8708.54,R007,28,open,0,0.0
2026-03-25,A00561,Mid-Market,EMEA,AI/ML,Add-on A,partner,27.29,468,0,0,Commit,7080.34,R008,84,open,0,1416.07
2026-03-26,A01388,SMB,NA,SaaS,Core,paid_search,92.98,1223,42,3,MQL,8027.91,R041,74,open,0,2408.37
2026-03-27,A00786,Enterprise,APAC,FinTech,Add-on A,outbound,63.81,1028,0,0,MQL,32837.0,R008,96,open,1,0.0
2026-03-28,A01340,SMB,NA,Ecommerce,Core,outbound,83.02,1277,0,2,MQL,8013.32,R042,35,open,1,0.0
2026-03-29,A00153,Enterprise,APAC,FinTech,Add-on A,referral,87.91,1059,0,0,MQL,31096.2,R003,96,open,0,0.0
2026-03-30,A00140,Mid-Market,NA,AI/ML,Add-on B,paid_search,275.37,3965,138,11,MQL,16304.87,R021,89,open,0,0.0
2026-03-31,A01250,Enterprise,EMEA,Ecommerce,Core,paid_social,276.12,2886,34,0,SAL,137949.6,R034,118,open,1,0.0
2026-04-01,A00161,Enterprise,APAC,AI/ML,Core,paid_search,389.85,3529,123,14,MQL,99903.09,R005,114,open,0,0.0
2026-04-02,A00078,SMB,NA,AI/ML,Core,paid_search,378.89,6363,222,21,MQL,8033.77,R006,48,open,0,0.0
2026-04-03,A00606,Mid-Market,NA,SaaS,Core,outbound,180.19,2272,0,0,MQL,36712.43,R033,66,open,0,0.0
2026-04-04,A01387,SMB,APAC,HealthTech,Core,paid_social,792.77,13531,162,12,SQL,9126.5,R023,38,open,0,0.0
2026-04-05,A01034,Enterprise,NA,Ecommerce,Core,paid_search,319.95,4434,155,19,MQL,108744.03,R036,124,open,0,0.0
2026-04-06,A00149,Mid-Market,NA,SaaS,Core,referral,8.44,149,0,1,SQL,29957.96,R016,65,open,0,5991.59
2026-04-07,A01255,SMB,EMEA,HealthTech,Core,paid_social,320.14,5402,64,6,SAL,8310.89,R033,37,open,0,0.0
2026-04-08,A01265,Enterprise,LATAM,Ecommerce,Core,partner,111.34,1911,0,0,MQL,118445.38,R025,117,open,1,0.0
2026-04-09,A01201,SMB,EMEA,Ecommerce,Add-on B,outbound,26.86,353,0,0,SQL,2889.86,R003,46,open,0,0.0
2026-04-10,A01354,Mid-Market,NA,HealthTech,Core,referral,16.61,324,0,2,MQL,41200.99,R031,84,open,0,0.0
2026-04-11,A00360,Mid-Market,LATAM,AI/ML,Core,outbound,105.23,1353,0,0,SQL,32445.78,R041,83,open,0,0.0
2026-04-12,A01469,SMB,EMEA,Ecommerce,Core,paid_search,588.07,10301,360,32,MQL,6576.91,R010,22,open,0,0.0
2026-04-13,A00481,Mid-Market,NA,SaaS,Core,paid_search,588.58,8166,285,32,SAL,28823.19,R036,96,open,0,0.0
2026-04-14,A01203,Enterprise,NA,FinTech,Add-on B,partner,17.03,184,0,0,SAL,42260.78,R009,120,open,0,0.0
2026-04-15,A00869,SMB,NA,AI/ML,Core,paid_search,220.18,3423,119,14,SAL,6773.55,R041,40,open,0,677.36
2026-04-16,A01169,Mid-Market,NA,SaaS,Add-on A,paid_social,285.42,3890,46,2,SQL,8381.41,R015,61,open,0,0.0
2026-04-17,A00942,SMB,EMEA,SaaS,Core,outbound,132.7,1482,0,1,MQL,6657.49,R029,74,open,0,1331.5
2026-04-18,A00964,Mid-Market,NA,FinTech,Add-on A,paid_search,123.14,1550,54,3,SAL,8964.08,R042,110,open,0,0.0
2026-04-19,A00924,SMB,EMEA,AI/ML,Add-on A,paid_search,388.09,3849,134,19,MQL,1926.71,R025,72,open,0,0.0
2026-04-20,A01168,Enterprise,NA,Ecommerce,Add-on A,paid_social,567.76,11266,135,9,MQL,31175.1,R020,121,open,0,0.0
2026-04-21,A01108,Enterprise,NA,SaaS,Core,paid_social,234.65,3688,44,1,MQL,143483.35,R022,125,open,0,0.0
2026-04-22,A00202,SMB,NA,FinTech,Core,outbound,57.79,582,0,0,SAL,9574.09,R012,67,open,1,1914.82
2026-04-23,A01239,SMB,EMEA,AI/ML,Add-on A,paid_search,76.38,1311,45,6,SQL,1933.62,R002,41,open,0,0.0
2026-04-24,A00804,Mid-Market,APAC,FinTech,Core,paid_social,302.25,4600,55,7,Proposal,33138.76,R023,83,open,1,0.0
2026-04-25,A00485,Mid-Market,NA,HealthTech,Core,paid_search,332.84,5548,194,17,SAL,37541.74,R035,78,open,0,3754.17
2026-04-26,A00771,SMB,NA,HealthTech,Core,outbound,215.47,3235,0,0,SQL,7576.57,R008,73,open,0,0.0
2026-04-27,A01450,SMB,NA,Ecommerce,Core,paid_search,124.51,1086,38,6,Commit,8890.5,R041,66,open,0,0.0
2026-04-28,A01286,SMB,APAC,Ecommerce,Core,paid_search,524.68,5477,191,24,MQL,8325.27,R034,42,open,1,0.0
2026-04-29,A01250,Enterprise,NA,AI/ML,Core,referral,15.63,269,0,0,SQL,105575.39,R030,142,open,1,10557.54
2026-04-30,A00694,Mid-Market,APAC,SaaS,Core,paid_search,623.69,10635,372,36,MQL,33807.67,R015,74,open,0,3380.77
2026-05-01,A01176,Enterprise,NA,HealthTech,Core,outbound,261.84,4463,0,0,MQL,137455.59,R032,111,open,0,0.0
2026-05-02,A00578,Mid-Market,NA,Ecommerce,Core,paid_search,254.28,2080,72,9,Closed-Won,35746.95,R044,70,closed,0,0.0
2026-05-03,A01029,Enterprise,APAC,HealthTech,Add-on A,paid_search,1159.82,20484,716,58,MQL,32519.02,R013,122,open,0,3251.9
2026-05-04,A00959,SMB,EMEA,Ecommerce,Core,paid_social,479.98,6369,76,11,Commit,8671.52,R028,33,open,0,0.0
2026-05-05,A00375,SMB,NA,Ecommerce,Add-on A,referral,36.9,602,0,2,Proposal,1985.72,R019,37,open,0,0.0
2026-05-06,A00400,Enterprise,LATAM,FinTech,Core,paid_social,194.4,2189,26,1,Commit,110183.59,R027,98,open,0,0.0
2026-05-07,A00092,Enterprise,NA,SaaS,Core,paid_search,546.38,9416,329,30,SAL,124624.26,R012,107,open,0,0.0
2026-05-08,A00210,SMB,NA,AI/ML,Add-on A,events,1402.86,27758,0,0,SAL,1690.45,R013,48,open,0,169.04
2026-05-09,A00650,SMB,NA,AI/ML,Add-on A,paid_social,869.4,9600,115,10,SAL,2077.9,R039,60,open,0,0.0
2026-05-10,A00717,Mid-Market,EMEA,AI/ML,Add-on A,outbound,71.89,1251,0,0,SAL,7359.59,R008,88,open,0,0.0
2026-05-11,A00248,SMB,APAC,FinTech,Add-on A,partner,28.3,431,0,0,Commit,2321.44,R037,51,open,0,0.0
2026-05-12,A00625,SMB,NA,FinTech,Add-on A,events,1475.93,16644,0,1,MQL,2195.1,R004,22,open,0,0.0
2026-05-13,A00906,Enterprise,LATAM,FinTech,Add-on A,paid_social,41.35,476,5,0,SAL,26174.52,R040,107,open,0,2617.45
2026-05-14,A00349,SMB,EMEA,SaaS,Add-on A,paid_social,330.34,5543,66,3,Closed-Lost,2227.73,R038,42,closed,0,0.0
2026-05-15,A00508,Mid-Market,LATAM,SaaS,Add-on A,partner,140.65,1605,0,1,MQL,9540.48,R041,89,open,0,0.0
2026-05-16,A00551,SMB,APAC,FinTech,Core,paid_social,272.97,2340,28,3,Proposal,8731.02,R044,36,open,0,873.1
2026-05-17,A00758,SMB,LATAM,AI/ML,Core,paid_search,413.28,7640,267,26,MQL,7472.9,R042,26,open,0,0.0
2026-05-18,A00550,Mid-Market,EMEA,FinTech,Core,partner,4.82,72,0,0,MQL,35318.37,R010,96,open,0,3531.84
2026-05-19,A01105,SMB,NA,HealthTech,Core,partner,16.68,285,0,0,SAL,8274.48,R039,33,open,0,827.45
2026-05-20,A00491,Mid-Market,NA,HealthTech,Add-on A,paid_social,143.28,2183,26,2,SAL,8319.42,R044,58,open,0,0.0
2026-05-21,A00651,SMB,EMEA,FinTech,Core,paid_social,272.91,3874,46,4,Proposal,8193.28,R025,48,open,0,0.0
2026-05-22,A00569,Enterprise,NA,AI/ML,Core,outbound,111.68,1925,0,0,MQL,107712.79,R028,119,open,0,0.0
2026-05-23,A00275,Mid-Market,APAC,SaaS,Add-on A,referral,9.8,82,0,1,MQL,10062.1,R039,67,open,0,0.0
2026-05-24,A01028,Enterprise,NA,AI/ML,Core,paid_social,255.75,3003,36,3,Commit,142096.15,R035,120,open,0,0.0
2026-05-25,A00353,SMB,APAC,Ecommerce,Add-on A,paid_social,138.37,2148,25,3,SAL,1861.39,R036,31,open,0,0.0
2026-05-26,A00446,SMB,NA,FinTech,Core,paid_social,96.87,1872,22,1,SAL,7495.67,R044,37,open,0,0.0
2026-05-27,A01189,SMB,LATAM,Ecommerce,Core,paid_social,245.59,3124,37,1,MQL,7091.87,R037,44,open,0,0.0
2026-05-28,A01423,Mid-Market,NA,HealthTech,Core,paid_search,240.75,4743,166,18,Closed-Won,40106.91,R043,44,closed,0,0.0
2026-05-29,A01006,SMB,NA,AI/ML,Core,outbound,131.75,2248,0,1,Commit,6922.76,R041,59,open,0,0.0
2026-05-30,A01374,SMB,APAC,SaaS,Core,paid_search,120.08,1659,58,7,SAL,8956.35,R025,24,open,1,0.0
2026-05-31,A01281,SMB,APAC,SaaS,Core,paid_social,171.56,2256,27,1,MQL,9063.45,R026,30,open,0,906.35
2026-06-01,A00721,SMB,APAC,HealthTech,Core,referral,37.73,360,0,0,Closed-Lost,7411.9,R024,60,closed,0,1482.38
2026-06-02,A01155,SMB,LATAM,AI/ML,Core,paid_social,45.49,699,8,0,Commit,8885.73,R015,53,open,0,0.0
2026-06-03,A00493,SMB,NA,SaaS,Add-on A,paid_social,92.22,795,9,0,SAL,1962.38,R030,46,open,0,392.48
2026-06-04,A00691,SMB,APAC,Ecommerce,Core,partner,87.45,1149,0,0,SQL,7515.05,R027,19,open,0,0.0
2026-06-05,A00803,Mid-Market,NA,AI/ML,Core,paid_search,84.73,919,32,2,SAL,40507.3,R010,65,open,1,4050.73
2026-06-06,A01440,SMB,EMEA,HealthTech,Core,referral,22.02,428,0,0,MQL,7851.29,R038,41,open,0,0.0
2026-06-07,A01272,SMB,NA,AI/ML,Add-on B,paid_search,75.47,932,32,4,SQL,2630.69,R018,42,open,0,0.0
2026-06-08,A00734,Mid-Market,NA,Ecommerce,Add-on A,paid_social,570.33,7911,94,1,SQL,9220.82,R021,92,open,1,0.0
2026-06-09,A00979,Mid-Market,EMEA,FinTech,Add-on B,outbound,75.71,946,0,0,SAL,14884.81,R037,104,open,0,1488.48
2026-06-10,A00304,SMB,APAC,AI/ML,Add-on B,paid_social,172.53,1664,19,1,Proposal,3372.35,R027,54,open,0,0.0
2026-06-11,A01206,Mid-Market,NA,Ecommerce,Core,events,771.17,9432,0,2,SAL,33044.46,R005,66,open,0,0.0
2026-06-12,A00830,Enterprise,LATAM,SaaS,Add-on A,paid_search,422.45,7328,256,17,Commit,32143.38,R014,138,open,0,3214.34
2026-06-13,A00799,Mid-Market,EMEA,HealthTech,Core,events,671.03,10370,0,0,MQL,32075.32,R021,66,open,0,0.0
2026-06-14,A01149,Enterprise,NA,Ecommerce,Add-on B,paid_search,238.56,3160,110,18,Closed-Won,47315.75,R033,80,closed,0,0.0
2026-06-15,A00949,Mid-Market,EMEA,AI/ML,Core,outbound,229.77,4100,0,0,MQL,31033.89,R014,56,open,0,0.0
2026-06-16,A00109,SMB,NA,Ecommerce,Core,events,1754.81,14125,0,0,MQL,8362.41,R021,10,open,0,0.0
2026-06-17,A00432,SMB,NA,HealthTech,Add-on B,paid_social,181.84,3258,39,2,SQL,3597.44,R026,39,open,0,0.0
2026-06-18,A00265,Mid-Market,EMEA,FinTech,Add-on A,paid_search,233.5,2034,71,6,MQL,7341.83,R024,72,open,0,0.0
2026-06-19,A01102,Enterprise,NA,SaaS,Add-on B,paid_social,11.3,208,2,0,MQL,38918.64,R009,96,open,0,0.0
2026-06-20,A00053,Mid-Market,NA,SaaS,Core,events,1003.91,19446,0,0,SQL,38655.88,R023,62,open,1,3865.59
2026-06-21,A00304,SMB,APAC,Ecommerce,Core,paid_search,476.4,8494,297,28,MQL,7433.22,R041,23,open,1,743.32
2026-06-22,A00896,Mid-Market,NA,AI/ML,Core,outbound,77.12,635,0,0,Proposal,32533.56,R029,73,open,0,0.0
2026-06-23,A01042,SMB,APAC,SaaS,Core,paid_search,642.67,9199,321,39,MQL,8207.17,R035,32,open,0,0.0
2026-06-24,A00755,Mid-Market,APAC,Ecommerce,Core,paid_search,50.08,898,31,4,MQL,34814.33,R033,90,open,0,3481.43
2026-06-25,A01291,Mid-Market,NA,HealthTech,Core,outbound,49.04,713,0,1,MQL,29701.84,R004,77,open,0,5940.37
2026-06-26,A01378,Mid-Market,EMEA,SaaS,Add-on A,paid_search,608.69,7498,262,21,SAL,9661.52,R021,99,open,1,2898.46
2026-06-27,A00199,Enterprise,NA,FinTech,Core,paid_search,463.36,6324,221,19,SAL,104461.03,R015,113,open,0,0.0
2026-06-28,A01428,Mid-Market,EMEA,FinTech,Add-on A,outbound,18.67,167,0,0,MQL,9891.1,R023,107,open,0,1978.22
2026-06-29,A00921,Mid-Market,NA,Ecommerce,Add-on B,outbound,23.01,321,0,0,MQL,15480.35,R002,75,open,0,0.0
2026-06-30,A00954,Mid-Market,LATAM,FinTech,Core,paid_search,403.38,3361,117,15,MQL,30341.17,R011,67,open,0,0.0
